pid,sem,month_year,gpa,result,ECategory,Hobby,Hobby_level,Name,acadyear,stat,ssc,hsc,cet,diploma
198303,1.0,01-12-2023,8.28,1,games,football,school,Michael Dias,2023-2024,regular,93.5,67.3,63.7,90.0
198304,2.0,01-05-2022,9.2,1,cultural,"drama, dance",school,Teresa Machado,2023-2024,regular,87.4,62.0,62.5,90.0
198305,5.0,01-12-2022,0,0,hobbies,"football, swimming",school,Kiran Malhotra,2023-2024,regular,78.0,57.3,76.0,90.0
198306,2.0,01-05-2022,8.9,1,others,leadership training,school,Sneha Iyer,2023-2024,regular,88.4,72.3,80.2,90.0
198307,2.0,01-05-2022,9.15,1,sports,"football, table tennis",school,Meera Agarwal,2023-2024,regular,88.2,70.1,73.4,90.0
198308,1.0,01-12-2021,9.22,1,games,football,school,Joseph Noronha,2023-2024,regular,89.5,69.2,55.9,90.0
198309,1.0,01-12-2021,9.78,1,cultural,"drama, dance",school,Meera Nair,2023-2024,regular,87.3,66.3,74.1,90.0
198310,1.0,01-12-2023,7.69,1,hobbies,"football, swimming",school,Thomas D’Costa,2023-2024,regular,94.0,80.0,94.9,90.0
198311,1.0,01-12-2021,9.39,1,others,leadership training,school,Anjali Agarwal,2023-2024,regular,94.0,79.0,81.0,90.0
198312,1.0,01-12-2021,9.67,1,sports,"football, table tennis",school,Simon Coelho,2023-2024,regular,94.4,67.0,81.0,90.0
198313,1.0,01-12-2021,7.33,1,games,football,school,Rajesh Patel,2023-2024,regular,85.7,68.0,79.8,90.0
198314,1.0,01-12-2023,0,0,cultural,"drama, dance",school,Rajesh Mehta,2023-2024,regular,89.8,70.8,83.2,90.0
198315,2.0,01-05-2022,7.95,1,hobbies,"football, swimming",school,Michael Machado,2023-2024,regular,79.4,60.0,73.4,90.0
198316,1.0,01-12-2021,9.72,1,others,leadership training,school,Kavita Pandey,2023-2024,regular,79.3,60.5,84.9,90.0
198317,1.0,01-12-2021,9.31,1,sports,"football, table tennis",school,Imran Siddiqui,2023-2024,regular,83.0,68.1,83.3,90.0
198318,1.0,01-12-2023,6.56,1,games,football,school,Paul Castro,2023-2024,regular,87.0,83.8,96.8,90.0
198319,1.0,01-12-2021,9.17,1,cultural,"drama, dance",school,Elizabeth Noronha,2023-2024,regular,93.6,89.7,97.6,90.0
198320,1.0,01-12-2021,9.67,1,hobbies,"football, swimming",school,Christopher D'Souza,2023-2024,regular,95.4,88.5,97.3,90.0
198321,2.0,01-05-2022,10,1,others,leadership training,school,Michael Coelho,2023-2024,regular,88.2,84.5,96.5,90.0
198322,1.0,01-12-2023,8.56,1,sports,"football, table tennis",school,Khalid Kazmi,2023-2024,regular,82.0,74.0,69.0,90.0
198323,1.0,01-12-2023,10,1,games,football,school,Daniel Noronha,2023-2024,regular,98.0,82.8,96.3,90.0
198324,1.0,01-12-2023,9.78,1,cultural,"drama, dance",school,Rahul Trivedi,2023-2024,regular,84.4,58.0,69.7,90.0
198325,1.0,01-12-2023,9.11,1,hobbies,"football, swimming",school,Margaret Carvalho,2023-2024,regular,95.4,71.3,89.8,90.0
198326,1.0,01-12-2023,0,0,others,leadership training,school,Pooja Kulkarni,2023-2024,regular,94.0,75.3,95.4,90.0
198327,1.0,01-12-2023,9.06,1,sports,"football, table tennis",school,Christopher Dias,2023-2024,regular,87.2,63.5,78.4,90.0
198328,1.0,01-12-2023,0,0,games,football,school,Kiran Sharma,2023-2024,regular,81.8,69.6,84.0,90.0
198329,1.0,01-12-2023,7.83,1,cultural,"drama, dance",school,Meera Mehta,2023-2024,regular,77.8,73.3,88.9,90.0
198330,1.0,01-12-2023,7.53,1,hobbies,"football, swimming",school,Christopher Rodrigues,2023-2024,regular,92.4,63.5,88.8,90.0
198331,1.0,01-12-2023,0,0,others,leadership training,school,Kavita Ghosh,2023-2024,regular,93.6,89.3,44.5,90.0
198332,1.0,01-12-2023,8.78,1,sports,"football, table tennis",school,Catherine Rodrigues,2023-2024,regular,71.0,56.0,84.2,90.0
198333,1.0,01-12-2021,9.61,1,games,football,school,Kavita Nair,2023-2024,regular,94.4,81.8,96.2,90.0
198334,1.0,01-12-2021,9.61,1,cultural,"drama, dance",school,Amit Iyer,2023-2024,regular,91.8,75.0,77.4,90.0
198335,1.0,01-12-2023,0,0,hobbies,"football, swimming",school,Rahul Chopra,2023-2024,regular,94.8,84.1,96.6,90.0
198336,1.0,01-12-2021,9.67,1,others,leadership training,school,Anjali Nair,2023-2024,regular,86.4,66.1,84.3,90.0
198337,1.0,01-12-2021,8.75,1,sports,"football, table tennis",school,Sameer Kazmi,2023-2024,regular,93.0,81.3,96.2,90.0
198338,1.0,01-12-2021,9.67,1,games,football,school,Peter Noronha,2023-2024,regular,82.4,85.6,96.7,90.0
198339,1.0,01-12-2021,9.22,1,cultural,"drama, dance",school,Catherine D'Souza,2023-2024,regular,84.6,64.3,76.3,90.0
198340,2.0,01-05-2022,7.53,1,hobbies,"football, swimming",school,Amit Patel,2023-2024,regular,85.6,55.6,47.3,90.0
198341,1.0,01-12-2021,8.78,1,others,leadership training,school,Vikram Bansal,2023-2024,regular,92.8,78.6,97.5,90.0
198342,2.0,01-05-2022,8.1,1,sports,football,school,Manish Joshi,2023-2024,regular,86.8,74.2,69.2,90.0
198343,1.0,01-12-2021,9.94,1,games,8 ball pool,school,Amit Kulkarni,2023-2024,regular,79.0,60.0,75.8,90.0
198344,2.0,01-05-2022,9.55,1,cultural,no,school,Catherine Lobo,2023-2024,regular,91.1,75.8,76.6,90.0
198345,1.0,01-12-2021,9.72,1,hobbies,playing,school,Bilal Wahid,2023-2024,regular,94.4,94.6,95.2,90.0
198346,2.0,01-05-2022,8.68,1,others,no,school,Amit Choudhary,2023-2024,regular,80.8,66.5,95.9,90.0
198347,1.0,01-12-2021,8.78,1,hobbies,art,school,Teresa D’Costa,2023-2024,regular,89.0,84.3,96.3,90.0
198348,4.0,01-05-2024,5.46,1,sports,cricket,district,Mary Menezes,2023-2024,regular,89.8,74.3,94.6,90.0
198349,1.0,01-12-2021,10,1,hobbies,"dance, acting",school,Kiran Nair,2023-2024,regular,81.8,64.7,93.5,90.0
198350,2.0,01-05-2022,0,0,sports,batminton,district,Teresa Gomes,2023-2024,regular,84.6,69.0,81.9,90.0
198351,4.0,01-05-2024,9.77,1,cultural,"singing, dancing, dramatics",school,Thomas Rodrigues,2023-2024,regular,78.8,66.8,91.0,90.0
198352,1.0,01-12-2021,9.03,1,hobbies,"singing, dancing",school,Meera Sharma,2023-2024,regular,76.2,51.5,97.6,90.0
198353,1.0,01-12-2022,6.83,1,sports,"singing, dancing",school,Nikita Sharma,2023-2024,regular,84.0,68.1,87.9,90.0
198354,1.0,01-12-2022,8.17,1,games,"singing, dancing",school,Rohit Choudhary,2023-2024,regular,93.8,77.3,83.3,90.0
198355,1.0,01-12-2022,0,0,cultural,"singing, dancing",school,Sanjay Kulkarni,2023-2024,regular,78.2,57.6,73.4,90.0
198356,1.0,01-12-2021,9.92,1,hobbies,"singing, dancing",school,Margaret D’Costa,2023-2024,regular,90.2,58.6,84.2,90.0
198357,1.0,01-12-2021,9.78,1,others,"singing, dancing",school,Anne Coelho,2023-2024,regular,82.8,60.1,86.2,90.0
198358,1.0,01-12-2021,8.42,1,sports,#name?,school,David D’Costa,2023-2024,regular,80.6,60.3,86.8,90.0
198359,1.0,01-12-2023,8.28,1,games,quarterfinalists at cs:go esl india tournament.,national,David Almeida,2023-2024,regular,92.2,68.6,34.1,90.0
198360,1.0,01-12-2023,8.39,1,cultural,#name?,school,Imran Mirza,2023-2024,regular,85.2,72.1,85.1,90.0
198361,1.0,01-12-2023,0,0,hobbies,#error!,school,Rehan Nawaz,2023-2024,regular,81.4,63.0,95.6,90.0
198362,1.0,01-12-2023,6.56,1,sports,chess,school,Margaret D'Souza,2023-2024,regular,77.8,62.1,84.2,90.0
198363,1.0,01-12-2023,8.89,1,games,running,district,Christopher D’Mello,2023-2024,regular,83.0,63.6,51.4,90.0
198364,1.0,01-12-2023,7.44,1,hobbies,"chess,cricket",school,Anjali Reddy,2023-2024,regular,87.2,61.5,96.7,90.0
198365,1.0,01-12-2023,8.33,1,sports,athletics,school,Rohit Bhatt,2023-2024,regular,92.4,60.3,74.8,90.0
198366,1.0,01-12-2023,8.08,1,games,football,school,Farhan Chaudhry,2023-2024,regular,86.6,65.2,90.5,90.0
198367,1.0,01-12-2023,7.19,1,cultural,elementary and intermediate drawing exam,state,Manish Nair,2023-2024,regular,77.6,64.5,76.0,90.0
198368,1.0,01-12-2023,7.58,1,sports,played football for school,school,Priya Verma,2023-2024,regular,95.8,70.5,83.4,90.0
198369,1.0,01-12-2023,9.67,1,hobbies,playing guitar.,school,Fatima Syed,2023-2024,regular,94.8,78.8,87.2,90.0
198370,1.0,01-12-2023,8.83,1,games,chess,school,Khalid Nawaz,2023-2024,regular,81.4,65.6,75.2,90.0
198371,1.0,01-12-2023,0,0,hobbies,"swimming, drawing",school,Teresa Menezes,2023-2024,regular,77.0,63.0,75.8,90.0
198372,1.0,01-12-2023,8.72,1,others,exploring mobile apps and other useful computer applications,school,Rohit Trivedi,2023-2024,regular,95.8,79.5,90.2,90.0
198373,1.0,01-12-2023,6.97,1,sports,cricket,school,Aarav Agarwal,2023-2024,regular,82.4,0.0,90.2,83.9
198374,1.0,01-12-2023,7.78,1,sports,cricket,school,Anne Dias,2023-2024,regular,77.0,0.0,90.2,80.0
198375,1.0,01-12-2023,8.56,1,sports,three legged race,school,Daniel D’Costa,2023-2024,regular,79.2,0.0,90.2,80.7
198376,1.0,01-12-2023,6.06,1,sports,three legged race,school,Pooja Reddy,2023-2024,regular,87.0,0.0,90.2,88.0
198377,1.0,01-12-2023,0,0,sports,karate,state,Simon Monteiro,2023-2024,regular,89.2,0.0,90.2,79.4
198378,1.0,01-12-2023,0,0,games,football,school,Sara Siddiqui,2023-2024,regular,81.2,0.0,90.2,88.1
198379,1.0,01-12-2023,6.42,1,sports,cricket,school,Sneha Iyer,2023-2024,regular,68.0,0.0,90.2,87.4
198380,1.0,01-12-2023,7.67,1,sports,karate,school,Joseph Menezes,2023-2024,regular,85.4,0.0,90.2,80.6
198381,1.0,01-12-2023,6.61,1,hobbies,dance,school,Stephen D’Costa,2023-2024,regular,90.5,0.0,90.2,87.8
198382,1.0,01-12-2023,0,0,sports,volleyball,district,Sneha Reddy,2023-2024,regular,88.8,0.0,90.2,81.5
198383,1.0,01-12-2023,7.28,1,cultural,"cookery, dance",school,Elizabeth Sequeira,2023-2024,regular,88.2,0.0,90.2,0.0
198384,1.0,01-12-2023,6.44,1,sports,"cricket, badminton, swimming, running, throwball, basketball",district,Paul Dias,2023-2024,regular,84.6,0.0,90.2,79.0
198385,1.0,01-12-2023,0,0,hobbies,"music, coding, reading, fitness",school,Kavita Desai,2024-2025,regular,87.5,65.33,88.50634,79.0
198386,1.0,01-12-2023,9.11,1,hobbies,sketch making,school,Rehan Mustafa,2024-2025,regular,86.0,72.9,86.2,79.0
198387,1.0,01-12-2023,7.83,1,sports,football,school,Sneha Choudhary,2024-2025,regular,94.2,82.67,83.75297,79.0
198388,1.0,01-12-2023,9.47,1,sports,football ,school,Neha Agarwal,2024-2025,regular,88.4,78.8,68.1,79.0
198389,1.0,01-12-2023,0,0,sports,football,school,Fatima Malik,2024-2025,regular,91.5,69.33,75.52471,79.0
198390,4.0,01-05-2024,8.5,1,cultural,won 2 medals in world scholars cup,national,Margaret Sequeira,2024-2025,regular,88.2,78.83,93.871,79.0
198391,1.0,01-12-2022,7.61,1,others,scholarships,state,Anthony Castro,2024-2025,regular,95.2,79.17,95.23627,79.0
198392,1.0,01-12-2023,0,0,cultural,elementary and intermediate certificates,state,Rajesh Trivedi,2024-2025,regular,80.8,63.5,96.3,79.0
198393,1.0,01-12-2023,7.28,1,sports,basketball,district,Sanjay Sharma,2024-2025,regular,70.2,52.8,96.5,79.0
198394,1.0,01-12-2022,0,0,cultural,annual day,school,Michael Almeida,2024-2025,regular,92.0,72.17,80.27438,79.0
198395,1.0,01-12-2022,6.36,1,hobbies,dance,school,Zara Khan,2024-2025,regular,86.4,78.67,82.88606,79.0
198396,4.0,01-05-2022,0,0,others,elocution,school,Rohit Patel,2024-2025,regular,78.2,52.67,40.28483,79.0
198397,1.0,01-12-2022,0,0,sports,basketball,district,Anjali Reddy,2024-2025,regular,80.2,69.5,86.3,79.0
198398,2.0,01-12-2023,0,0,cultural,annual day,school,Elizabeth Menezes,2024-2025,regular,83.0,51.17,69.4684,79.0
198399,5.0,01-12-2023,9.35,1,hobbies,dance,school,Kavita Joshi,2024-2025,regular,85.8,69.17,72.6,79.0
198400,5.0,01-12-2023,9.35,1,others,elocution,school,Pooja Sharma,2024-2025,regular,92.8,85.83,89.0644,79.0
198401,1.0,01-05-2022,9.17,1,sports,basketball,district,Sanjay Verma,2024-2025,regular,84.8,60.83,67.58,79.0
198402,4.0,01-05-2023,0,0,cultural,annual day,school,Varun Malhotra,2024-2025,regular,97.2,74.5,92.09382,79.0
198403,5.0,01-12-2023,9.35,1,hobbies,dance,school,Nadia Baig,2024-2025,regular,97.5,91.33,97.66,79.0
198404,3.0,01-12-2022,6.43,1,others,elocution,school,Sanjay Choudhary,2024-2025,regular,91.4,72.0,77.8466,79.0
198405,3.0,01-12-2022,6.7,1,sports,basketball,district,Sanjay Desai,2024-2025,regular,77.6,74.1,73.1,79.0
198406,4.0,01-05-2023,0,0,cultural,annual day,school,Amit Bansal,2024-2025,regular,87.8,76.5,81.65883,79.0
198407,4.0,01-05-2023,6.58,1,hobbies,dance,school,Priya Iyer,2024-2025,regular,88.0,74.0,69.0,79.0
198408,4.0,01-05-2023,9.04,1,others,elocution,school,Sanjay Chopra,2024-2025,regular,95.16,80.83,85.45416,79.0
198409,4.0,01-05-2023,0,0,games,football,school,Rajesh Malhotra,2024-2025,regular,76.0,63.5,76.8898,79.0
198410,4.0,01-05-2023,0,0,cultural,interschool science exhibition,district,Paul Fernandes,2024-2025,regular,94.4,77.33,81.37389,79.0
198411,4.0,01-05-2023,7.79,1,hobbies,singing,school,Manish Kulkarni,2024-2025,regular,89.0,59.33,42.87,79.0
198412,4.0,01-05-2023,7.96,1,games,good at badminton cricket kabaddi ,school,Kavita Bhatt,2024-2025,regular,93.0,73.8,76.0,79.0
198413,4.0,01-05-2023,6.63,1,hobbies,"like to read, play badminton, roller skating, sketching ",school,David D’Costa,2024-2025,regular,89.0,75.33,71.59657,79.0
198414,4.0,01-05-2023,6.63,1,sports,cricket,school,Ramesh Patel,2024-2025,regular,92.4,66.33,74.97091,79.0
198415,3.0,01-12-2023,8.61,1,games,carrom,school,Sneha Ghosh,2024-2025,regular,89.2,82.17,71.40382,79.0
198416,4.0,01-12-2023,6.79,1,sports,cricket,district,Pooja Ghosh,2024-2025,regular,79.2,57.2,76.3,79.0
198417,3.0,01-12-2023,8.96,1,games,volly ball,school,Sanjay Mehta,2024-2025,regular,80.2,56.5,73.44,79.0
198418,1.0,01-12-2023,8.56,1,cultural,"drama, music",school,Sara Gul,2024-2025,regular,88.4,73.0,81.78,79.0
198419,1.0,01-12-2023,8.83,1,hobbies,"reading, watching moovies",school,Manish Iyer,2024-2025,regular,83.8,84.8,97.9,79.0
198420,1.0,01-12-2023,6.94,1,sports,basketball,district,Kavita Joshi,2024-2025,regular,84.4,74.83,89.28,79.0
198421,1.0,01-12-2023,8.17,1,cultural,dramatics,school,Kavita Trivedi,2024-2025,regular,74.0,56.83,61.63,79.0
198422,1.0,01-12-2023,9.28,1,hobbies,guitar,school,Aarav Reddy,2024-2025,regular,80.4,71.0,85.09,79.0
198423,1.0,01-12-2023,6.22,1,sports,basketball,district,Rohit Reddy,2024-2025,regular,90.8,83.3,66.8,79.0
198424,1.0,01-12-2023,0,0,cultural,dramatics,school,Pooja Patel,2024-2025,regular,92.8,75.67,96.21492,79.0
198425,1.0,01-12-2023,6.89,1,hobbies,guitar,school,Aarav Bhatt,2024-2025,regular,77.1,61.3,73.8,79.0
198426,1.0,01-12-2023,8.31,1,sports,basketball,district,Stephen Machado,2024-2025,regular,91.0,76.5,83.1,79.0
198427,1.0,01-12-2023,6.83,1,cultural,dramatics,school,Christopher Pereira,2024-2025,regular,93.6,76.3,84.5,79.0
198428,1.0,01-12-2023,5.83,1,hobbies,guitar,school,Priya Pandey,2024-2025,regular,79.2,65.5,82.9,79.0
198429,1.0,01-12-2023,9.17,1,sports,basketball,district,Meera Ghosh,2024-2025,regular,83.6,74.0,75.6,79.0
198430,1.0,01-12-2023,8.08,1,cultural,dramatics,school,Ramesh Desai,2024-2025,regular,75.8,56.2,79.8,79.0
198431,1.0,01-12-2023,9.17,1,hobbies,guitar,school,Priya Mehta,2024-2025,regular,94.2,76.17,85.17,79.0
198432,1.0,01-12-2023,6.83,1,sports,kabaddi,school,Rajesh Iyer,2024-2025,regular,88.8,79.8,80.5,79.0
198433,1.0,01-12-2023,6.39,1,sports,cricket,district,Meera Verma,2024-2025,regular,89.0,58.3,72.5,79.0
198434,3.0,01-12-2023,0,0,sports,"circket,kabaddi,vollyball",school,Sneha Patel,2024-2025,regular,88.67,67.83,83.0,79.0
198435,3.0,01-12-2023,0,0,hobbies,playing outdoorgame,school,Anthony Gomes,2024-2025,regular,77.4,71.5,76.2,79.0
198436,3.0,01-12-2023,0,0,sports,kabaddi,school,Rahul Reddy,2024-2025,regular,90.4,70.83,83.47004,79.0
198437,3.0,01-12-2023,6.04,1,games,carrom,school,Joseph Fernandes,2024-2025,regular,84.2,83.0,88.4,79.0
198438,3.0,01-12-2023,0,0,cultural,"role play,dance",school,Rahul Patel,2024-2025,regular,82.8,62.6,76.5,79.0
198439,3.0,01-12-2023,5.61,1,hobbies,"reading inspirational books,learning new technical things",school,Daniel Castro,2024-2025,regular,86.4,76.0,67.8,79.0
198440,3.0,01-12-2023,0,0,sports,no,school,Nikita Nair,2024-2025,regular,92.0,63.67,68.9053,79.0
198441,1.0,01-12-2023,7.03,1,games,no,school,Vikram Chopra,2024-2025,regular,82.2,79.83,76.4789,79.0
198442,1.0,01-12-2023,6.92,1,cultural,no,school,David Monteiro,2024-2025,regular,95.0,87.6,97.0,79.0
198443,1.0,01-12-2023,0,0,hobbies,no,school,Elizabeth Pereira,2024-2025,regular,93.8,84.17,95.2,79.0
198444,1.0,01-12-2023,7.03,1,others,no,school,Rohit Choudhary,2024-2025,regular,86.6,52.3,78.4,79.0
198445,1.0,01-12-2023,8.44,1,sports,cricket,school,Nikita Bansal,2024-2025,regular,85.1,64.17,56.95,79.0
198446,1.0,01-12-2023,8.06,1,games,cricket,school,Anjali Joshi,2024-2025,regular,85.0,56.0,86.52,79.0
198447,1.0,01-12-2023,8.44,1,cultural,drama,school,John Fernandes,2024-2025,regular,73.4,65.5,76.4,79.0
198448,1.0,01-12-2023,0,0,hobbies,playing,school,Anjali Desai,2024-2025,regular,80.57,83.4,95.88481,79.0
198449,3.0,01-12-2023,9.35,1,hobbies,drawing grade examinations,state,Mary Fernandes,2024-2025,regular,75.1,60.17,78.0,79.0
198450,1.0,01-12-2023,6.31,1,hobbies,drawing grade examinations,state,Zara Gul,2024-2025,regular,92.83,79.83,89.06443,79.0
198451,1.0,01-12-2023,7.36,1,hobbies,drawing grade examinations,state,Anne Pereira,2024-2025,regular,82.2,77.33,80.27438,79.0
198452,3.0,01-12-2023,8.35,1,sports,karate,district,David Fernandes,2024-2025,regular,88.66,82.0,96.35,79.0
198453,3.0,01-12-2023,8.83,1,sports,basketball,school,David Castro,2024-2025,regular,93.4,93.4,94.06,79.0
198454,1.0,01-12-2023,8.08,1,sports,short put- silver medal,school,Ramesh Chopra,2024-2025,regular,94.5,74.0,95.92,79.0
198455,3.0,01-12-2023,9.65,1,sports,football,school,Sanjay Bansal,2024-2025,regular,81.2,75.83,93.007,79.0
198456,3.0,01-12-2023,6.7,1,sports,cricket,school,Priya Mehta,2024-2025,regular,89.4,77.67,96.1,79.0
198457,1.0,01-12-2023,8.14,1,games,chess,school,Sanjay Trivedi,2024-2025,regular,80.2,66.7,67.1,79.0
198458,1.0,01-12-2023,0,0,sports,cricket,school,Anjali Desai,2024-2025,regular,89.2,89.5,96.2,79.0
198459,3.0,01-12-2023,7.96,1,games,chess,school,Thomas Castro,2024-2025,regular,91.4,66.3,72.3,79.0
198460,3.0,01-12-2023,0,0,sports,football,district,Rohit Bhatt,2024-2025,regular,83.6,65.8,76.0,79.0
198461,3.0,01-12-2023,0,0,sports,cricket,school,Ayesha Mirza,2024-2025,regular,94.8,88.5,98.8,79.0
198462,3.0,01-12-2023,6.17,1,sports,silambam martialarts 3rd prize winner,national,Anjali Pandey,2024-2025,regular,90.6,79.5,86.13,79.0
198463,1.0,01-12-2023,0,0,hobbies,drawing ,school,Michael Pereira,2024-2025,regular,87.6,62.6,80.58967,79.0
198464,1.0,01-12-2023,0,0,others,art and craft,school,Fatima Tariq,2024-2025,regular,96.8,67.3,69.8,79.0
198465,1.0,01-12-2023,7.03,1,games,chess,school,Imran Malik,2024-2025,regular,90.0,71.17,92.53682,79.0
198466,1.0,01-12-2023,7.89,1,sports,footballchess,district,Neha Patel,2024-2025,regular,69.6,62.1,74.9,79.0
198467,1.0,01-12-2023,0,0,cultural,elocutiondrama,school,Ramesh Saxena,2024-2025,regular,88.4,67.7,91.2,79.0
198468,1.0,01-12-2023,8.11,1,hobbies,"languages like french, c  , java",school,Rahul Reddy,2024-2025,regular,81.4,59.3,77.7,79.0
198469,1.0,01-12-2023,7.5,1,others,dance,school,Anjali Malhotra,2024-2025,regular,94.4,82.2,84.8,79.0
198470,1.0,01-12-2023,0,0,games,athletic,school,Christopher Almeida,2024-2025,regular,91.8,67.67,68.178,79.0
198471,1.0,01-12-2023,0,0,cultural,dance,school,Lucas Dias,2024-2025,regular,91.4,79.5,84.59,79.0
198472,1.0,01-12-2023,6.19,1,games,chess,school,Mary Lobo,2024-2025,regular,76.8,58.5,78.1,79.0
198473,1.0,01-12-2023,8.44,1,games,chess,school,Varun Sharma,2024-2025,regular,87.2,64.0,71.4,79.0
198474,1.0,01-12-2023,8.69,1,sports,volleyball,district,Manish Choudhary,2024-2025,regular,95.8,65.5,75.2,79.0
198475,1.0,01-12-2023,6.86,1,games,chess,school,Joseph Rodrigues,2024-2025,regular,92.6,79.8,92.4,79.0
198476,1.0,01-12-2023,7,1,sports,basketball,district,Junaid Chaudhry,2024-2025,regular,83.6,73.33,85.45568,79.0
198477,1.0,01-12-2023,9.39,1,sports,foot ball,school,Francis D’Costa,2024-2025,regular,93.2,71.0,63.53,79.0
198478,1.0,01-12-2023,9.17,1,others,intermediate grade drawing examination-grade-a,state,David Lobo,2024-2025,regular,82.6,60.5,82.5,79.0
198479,3.0,01-12-2023,0,0,sports,basketball cricket,school,Sanjay Patel,2024-2025,regular,96.0,74.0,80.6,79.0
198480,3.0,01-12-2023,0,0,sports,foot ball,school,Sana Shan,2024-2025,regular,88.0,73.5,80.0,79.0
198481,3.0,01-12-2023,8.17,1,others,intermediate drawing examination,state,Sanjay Chopra,2024-2025,regular,94.8,79.8,71.7,79.0
198482,3.0,01-12-2023,8.96,1,sports,relay,school,Amit Malhotra,2024-2025,regular,75.4,61.5,82.18789,79.0
198483,3.0,01-12-2023,0,0,sports,football,school,Neha Choudhary,2024-2025,regular,76.0,52.67,55.87632,79.0
198484,2.0,01-05-2021,9.15,1,hobbies,painting,district,Teresa Lobo,2024-2025,regular,84.4,66.5,66.8,79.0
198485,3.0,01-12-2023,7.83,1,others,scout and guide,school,David Gomes,2024-2025,regular,79.8,74.1,76.8,79.0
198486,3.0,01-12-2023,9.04,1,sports,badminton player,district,Lucas Menezes,2024-2025,regular,92.2,89.17,95.71986,79.0
198487,3.0,01-12-2023,7.17,1,cultural,dance,school,Meera Saxena,2024-2025,regular,91.8,58.5,87.15648,79.0
198488,2.0,01-05-2022,8.73,1,hobbies,playing badminton and reading books,school,Vikram Trivedi,2024-2025,regular,89.8,74.5,88.44261,79.0
198489,2.0,01-05-2022,7.3,1,sports,long jump,state,David Carvalho,2024-2025,regular,68.6,79.8,78.1,79.0
198490,3.0,01-12-2023,7.39,1,hobbies,swimming ,school,Deepak Bhatt,2024-2025,regular,82.0,63.8,75.2,79.0
198491,3.0,01-12-2023,7.09,1,others,electrical engineering,school,John Rodrigues,2024-2025,regular,80.4,83.17,94.78867,79.0
198492,3.0,01-12-2023,0,0,sports,"hurdles, race",school,Neha Malhotra,2024-2025,regular,92.4,75.17,94.824,79.0
198493,3.0,01-12-2023,7.65,1,hobbies,singing,state,Sameer Gul,2024-2025,regular,91.0,75.33,73.12374,79.0
198494,2.0,01-05-2022,8.6,1,sports,"hurdles, race",school,Kiran Bansal,2024-2025,regular,91.8,76.0,90.3,79.0
198495,2.0,01-05-2022,9.3,1,hobbies,singing,state,Khalid Mirza,2024-2025,regular,87.6,88.67,95.83738,79.0
198496,2.0,01-05-2022,6.9,1,sports,football,district,Francis Fernandes,2024-2025,regular,81.6,69.8,96.9,79.0
198497,2.0,01-05-2022,0,0,others,1st rank in debate competition,school,Peter Noronha,2024-2025,regular,82.4,52.67,86.89669,79.0
198498,2.0,01-05-2022,9.05,1,others,1st rank in debate competition1st rank in quiz competition,school,Mary Pereira,2024-2025,regular,84.0,63.8,84.8,79.0
198499,2.0,01-05-2022,8.4,1,others,1st in debate competition1st in quiz competition,school,Manish Choudhary,2024-2025,regular,83.66,65.5,85.45,79.0
198500,2.0,01-05-2022,7.5,1,sports,no,school,Michael Dias,2024-2025,regular,78.0,52.67,60.3,79.0
198501,3.0,01-12-2023,9.61,1,games,no,school,Aarav Sharma,2024-2025,regular,90.0,67.33,79.52903,79.0
198502,2.0,01-05-2022,8.18,1,cultural,no,school,Anjali Malhotra,2024-2025,regular,90.2,75.83,92.66,79.0
198503,2.0,01-05-2022,8.13,1,hobbies,"reading,swimming, spirituals discources",school,Elizabeth Fernandes,2024-2025,regular,83.6,87.5,96.23072,79.0
198504,2.0,01-05-2022,8,1,others,no,school,David Carvalho,2024-2025,regular,79.2,75.33,94.69038,79.0
198505,2.0,01-05-2022,7.7,1,sports,"table tennis , carrom , footballl achievements",school,Varun Reddy,2024-2025,regular,83.4,88.33,94.95202,79.0
198506,2.0,01-05-2022,0,0,sports,football,school,Anjali Pandey,2024-2025,regular,82.0,63.5,69.81403,79.0
198507,3.0,01-12-2023,0,0,games,chess ,school,Anthony Castro,2024-2025,regular,89.4,80.5,86.14,79.0
198508,3.0,01-12-2023,6.26,1,cultural,elocution ,school,Sanjay Joshi,2024-2025,regular,83.2,50.5,75.8,79.0
198509,3.0,01-12-2023,7.57,1,hobbies,cricket ,school,Stephen D’Mello,2024-2025,regular,85.2,60.3,78.9,79.0
198510,2.0,01-05-2022,9.9,1,hobbies,"dancing,drawing",school,Varun Ghosh,2024-2025,regular,89.0,69.5,71.6,79.0
198511,2.0,01-05-2022,6.15,1,games,chess,school,John Machado,2024-2025,regular,68.2,66.33,84.49414,79.0
198512,2.0,01-05-2022,8.1,1,cultural,elocution,school,Lucas Almeida,2024-2025,regular,95.6,91.67,95.03,79.0
198513,2.0,01-05-2022,8.55,1,sports,"cricket,football.",school,Peter Dias,2024-2025,regular,87.8,85.5,96.37387,79.0
198514,2.0,01-05-2022,9.8,1,hobbies,"piano,music production.",school,Peter Fernandes,2024-2025,regular,84.2,71.33,95.99866,79.0
198515,2.0,01-05-2022,9.33,1,sports,"football,karate",district,Sneha Patel,2024-2025,regular,73.8,53.3,71.5,79.0
198516,2.0,01-05-2022,6.78,1,sports,football,school,Rahul Mehta,2024-2025,regular,83.33,74.67,88.0535,79.0
198517,2.0,01-05-2022,7.18,1,games,badmintton,school,Catherine Rodrigues,2024-2025,regular,83.2,68.67,91.94929,79.0
